CustomerID,Contract,Internet Service,City_Charge_Ratio,Monthly Charges,Churn_Probability,Retention_Action_Plan
2828-SLQPF,Month-to-month,DSL,0.002636,45.0,0.27241,장기 약정(1~2년) 전환 유도
1685-VAYJF,Month-to-month,DSL,0.005169,45.2,0.272103,장기 약정(1~2년) 전환 유도
4365-MSDYN,Month-to-month,No,0.002095,19.55,0.272093,장기 약정(1~2년) 전환 유도
2928-HLDBA,Month-to-month,No,0.001909,20.7,0.271563,장기 약정(1~2년) 전환 유도
8166-ORCHU,One year,Fiber optic,0.010584,93.55,0.271242,결합 쿠폰 제공
1453-RZFON,Month-to-month,DSL,0.014053,49.9,0.270339,장기 약정(1~2년) 전환 유도
3679-XASPY,Month-to-month,No,0.002519,19.45,0.270038,장기 약정(1~2년) 전환 유도
2773-OVBPK,Two year,Fiber optic,0.010481,111.3,0.269863,결합 쿠폰 제공
0365-TRTPY,Month-to-month,Fiber optic,0.010608,91.2,0.269722,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
1803-BGNBD,Month-to-month,DSL,0.004096,54.3,0.269666,장기 약정(1~2년) 전환 유도
5345-BMKWB,Month-to-month,No,0.001662,20.25,0.269537,장기 약정(1~2년) 전환 유도
3744-ZBHON,Month-to-month,No,0.002846,20.2,0.269349,장기 약정(1~2년) 전환 유도
3363-EWLGO,Month-to-month,No,0.003548,19.95,0.269329,장기 약정(1~2년) 전환 유도
6972-SNKKW,Month-to-month,No,0.004754,20.0,0.269329,장기 약정(1~2년) 전환 유도
4080-IIARD,Month-to-month,DSL,0.01276,76.2,0.268761,장기 약정(1~2년) 전환 유도
2709-UQGNP,Month-to-month,DSL,0.005071,51.65,0.268315,장기 약정(1~2년) 전환 유도
8070-AAWZP,Month-to-month,DSL,0.004282,34.25,0.268186,장기 약정(1~2년) 전환 유도
8663-UPDGF,Month-to-month,DSL,0.008371,69.5,0.268105,장기 약정(1~2년) 전환 유도
1585-MQSSU,Month-to-month,DSL,0.005861,51.5,0.267962,장기 약정(1~2년) 전환 유도
1596-OQSPS,Month-to-month,DSL,0.005787,51.1,0.267786,장기 약정(1~2년) 전환 유도
4468-YDOVK,Month-to-month,DSL,0.005252,48.65,0.267681,장기 약정(1~2년) 전환 유도
1383-EZRWL,Month-to-month,No,0.002852,20.05,0.267024,장기 약정(1~2년) 전환 유도
7787-BNTZM,Month-to-month,No,0.004139,20.15,0.266852,장기 약정(1~2년) 전환 유도
2732-ISEZX,Month-to-month,No,0.002319,20.5,0.266683,장기 약정(1~2년) 전환 유도
7594-LZNWR,Month-to-month,Fiber optic,0.010104,69.15,0.266525,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
6917-YACBP,Month-to-month,Fiber optic,0.014071,89.75,0.266264,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
3845-FXCYS,Month-to-month,No,0.003475,19.65,0.26609,장기 약정(1~2년) 전환 유도
2229-VWQJH,Month-to-month,DSL,0.004708,49.3,0.265754,장기 약정(1~2년) 전환 유도
4826-TZEVA,Month-to-month,Fiber optic,0.011249,74.8,0.265701,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
2972-YDYUW,One year,Fiber optic,0.020203,94.7,0.265275,결합 쿠폰 제공
1335-HQMKX,One year,Fiber optic,0.022817,101.35,0.265058,결합 쿠폰 제공
1264-FUHCX,One year,DSL,0.004728,56.3,0.264576,기본 유지 혜택 제공
4693-VWVBO,Month-to-month,No,0.002617,19.55,0.264461,장기 약정(1~2년) 전환 유도
2065-MMKGR,One year,DSL,0.012826,71.0,0.264305,기본 유지 혜택 제공
6386-SZZKH,Two year,Fiber optic,0.006298,107.95,0.263817,결합 쿠폰 제공
7159-FVYPK,Month-to-month,DSL,0.008075,69.15,0.263728,장기 약정(1~2년) 전환 유도
6797-LNAQX,Two year,Fiber optic,0.007934,98.3,0.26361,결합 쿠폰 제공
3174-RKMOW,Month-to-month,Fiber optic,0.016031,109.95,0.263535,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
5022-JNQEQ,Month-to-month,Fiber optic,0.008924,75.85,0.263394,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
3898-GUYTS,Month-to-month,Fiber optic,0.02802,97.05,0.263107,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
3863-IUBJR,One year,DSL,0.006787,53.65,0.263028,기본 유지 혜택 제공
0719-SYFRB,Month-to-month,DSL,0.00579,61.65,0.262633,장기 약정(1~2년) 전환 유도
0523-VNGTF,Month-to-month,DSL,0.007745,50.5,0.262564,장기 약정(1~2년) 전환 유도
1265-XTECC,One year,Fiber optic,0.018575,96.55,0.262116,결합 쿠폰 제공
6490-FGZAT,Month-to-month,No,0.005234,20.65,0.262064,장기 약정(1~2년) 전환 유도
7968-QUXNS,Month-to-month,No,0.004203,18.95,0.262064,장기 약정(1~2년) 전환 유도
5619-PTMIK,Month-to-month,DSL,0.00724,53.1,0.262043,장기 약정(1~2년) 전환 유도
0851-DFJKB,Month-to-month,DSL,0.006311,58.95,0.261807,장기 약정(1~2년) 전환 유도
1442-BQPVU,Month-to-month,DSL,0.003266,29.15,0.261731,장기 약정(1~2년) 전환 유도
6278-FEPBZ,Month-to-month,No,0.004485,20.25,0.261587,장기 약정(1~2년) 전환 유도
1015-OWJKI,Month-to-month,No,0.002603,19.05,0.261157,장기 약정(1~2년) 전환 유도
3657-COGMW,Month-to-month,Fiber optic,0.021477,108.1,0.26112,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
5222-JCXZT,Month-to-month,No,0.001782,19.0,0.26099,장기 약정(1~2년) 전환 유도
7879-CGSFV,One year,Fiber optic,0.023884,100.9,0.260722,결합 쿠폰 제공
5985-BEHZK,One year,Fiber optic,0.009742,105.0,0.260574,결합 쿠폰 제공
4701-AHWMW,Month-to-month,DSL,0.009033,54.55,0.26056,장기 약정(1~2년) 전환 유도
5223-UZAVK,One year,Fiber optic,0.023098,100.3,0.2603,결합 쿠폰 제공
0310-VQXAM,Month-to-month,No,0.003571,19.85,0.260286,장기 약정(1~2년) 전환 유도
6137-MFAJN,Month-to-month,DSL,0.008693,44.8,0.259951,장기 약정(1~2년) 전환 유도
0114-RSRRW,Month-to-month,No,0.005525,19.95,0.259876,장기 약정(1~2년) 전환 유도
4895-TMWIR,Month-to-month,No,0.001469,19.95,0.259869,장기 약정(1~2년) 전환 유도
0314-TKOSI,Month-to-month,DSL,0.004288,55.15,0.259862,장기 약정(1~2년) 전환 유도
9489-UTFKA,Month-to-month,DSL,0.008713,60.9,0.259859,장기 약정(1~2년) 전환 유도
6289-CPNLD,One year,DSL,0.007768,73.9,0.259516,기본 유지 혜택 제공
3511-APPBJ,One year,Fiber optic,0.012035,99.95,0.259036,결합 쿠폰 제공
2172-EJXVF,One year,Fiber optic,0.017733,105.9,0.258973,결합 쿠폰 제공
5697-GOMBF,Month-to-month,DSL,0.005841,35.9,0.258949,장기 약정(1~2년) 전환 유도
6469-QJKZW,Month-to-month,No,0.002187,20.15,0.25887,장기 약정(1~2년) 전환 유도
2139-FQHLM,Month-to-month,Fiber optic,0.011703,89.95,0.258648,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
0222-CNVPT,Month-to-month,DSL,0.007466,48.8,0.258,장기 약정(1~2년) 전환 유도
4307-KWMXE,Month-to-month,DSL,0.004778,35.75,0.257964,장기 약정(1~2년) 전환 유도
3642-GKTCT,One year,Fiber optic,0.012693,115.1,0.25792,결합 쿠폰 제공
9053-JZFKV,Two year,Fiber optic,0.058786,116.2,0.25784,결합 쿠폰 제공
4685-ERGHK,One year,Fiber optic,0.020772,86.9,0.257478,결합 쿠폰 제공
5950-AAAGJ,Month-to-month,Fiber optic,0.007532,84.3,0.257345,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
4987-GQWPO,Month-to-month,DSL,0.002866,25.1,0.257073,장기 약정(1~2년) 전환 유도
5168-MQQCA,One year,Fiber optic,0.014085,108.5,0.257003,결합 쿠폰 제공
1791-PQHBB,Month-to-month,DSL,0.006731,61.2,0.256901,장기 약정(1~2년) 전환 유도
4819-HJPIW,Month-to-month,DSL,0.006447,25.15,0.256613,장기 약정(1~2년) 전환 유도
2988-GBIVW,Month-to-month,Fiber optic,0.017683,90.85,0.256461,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
5136-GFPMB,Month-to-month,Fiber optic,0.00948,89.4,0.256457,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
6344-SFJVH,Month-to-month,DSL,0.00443,24.9,0.256105,장기 약정(1~2년) 전환 유도
0853-NWIFK,One year,Fiber optic,0.005208,100.3,0.255537,결합 쿠폰 제공
6583-SZVGP,Two year,Fiber optic,0.01333,108.1,0.255477,결합 쿠폰 제공
5018-HEKFO,Month-to-month,No,0.003524,24.5,0.255401,장기 약정(1~2년) 전환 유도
9058-HRZSV,Month-to-month,Fiber optic,0.013964,94.4,0.255085,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
1409-PHXTF,Two year,Fiber optic,0.015059,110.45,0.255062,결합 쿠폰 제공
0811-GSDTP,Month-to-month,DSL,0.002,30.15,0.254649,장기 약정(1~2년) 전환 유도
8023-QHAIO,Month-to-month,Fiber optic,0.008829,76.85,0.254068,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
6627-CFOSN,Month-to-month,Fiber optic,0.016639,99.45,0.253894,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
9927-DSWDF,Month-to-month,Fiber optic,0.005813,104.6,0.253806,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
8212-DJRCH,Month-to-month,Fiber optic,0.007277,90.35,0.253535,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
2533-QVMSK,Two year,Fiber optic,0.014254,94.1,0.253314,결합 쿠폰 제공
7742-MYPGI,Month-to-month,DSL,0.006971,48.8,0.25323,장기 약정(1~2년) 전환 유도
9027-YFHQJ,Month-to-month,No,0.002225,25.05,0.253019,장기 약정(1~2년) 전환 유도
0824-VWDPO,One year,Fiber optic,0.015843,96.75,0.252855,결합 쿠폰 제공
4827-USJHP,Month-to-month,DSL,0.004541,51.8,0.252668,장기 약정(1~2년) 전환 유도
8769-KKTPH,One year,Fiber optic,0.010477,99.65,0.25226,결합 쿠폰 제공
9761-XUJWD,Month-to-month,DSL,0.016055,65.6,0.252179,장기 약정(1~2년) 전환 유도
5906-CVLHP,One year,DSL,0.007789,54.15,0.251894,기본 유지 혜택 제공
4396-KLSEH,Month-to-month,No,0.002049,19.85,0.251833,장기 약정(1~2년) 전환 유도
9163-GHAYE,Month-to-month,DSL,0.007759,48.85,0.251663,장기 약정(1~2년) 전환 유도
7964-YESJC,Month-to-month,DSL,0.005389,66.3,0.251597,장기 약정(1~2년) 전환 유도
1218-VKFPE,Month-to-month,No,0.002499,19.0,0.251161,장기 약정(1~2년) 전환 유도
1991-VOPLL,Month-to-month,No,0.002362,19.05,0.251158,장기 약정(1~2년) 전환 유도
0260-ZDLGK,Month-to-month,DSL,0.008305,72.9,0.251132,장기 약정(1~2년) 전환 유도
4908-XAXAY,One year,Fiber optic,0.020095,89.85,0.251072,결합 쿠폰 제공
8963-JLGJT,Month-to-month,DSL,0.004851,55.9,0.250775,장기 약정(1~2년) 전환 유도
3893-JRNFS,Month-to-month,DSL,0.007713,39.9,0.250543,장기 약정(1~2년) 전환 유도
0959-WHOKV,One year,Fiber optic,0.011516,99.0,0.250523,결합 쿠폰 제공
2458-EOMRE,Month-to-month,DSL,0.01422,64.05,0.250399,장기 약정(1~2년) 전환 유도
5334-JLAXU,Month-to-month,Fiber optic,0.012489,94.1,0.250329,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
6137-NICCO,Month-to-month,Fiber optic,0.012226,94.05,0.250253,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
5766-XQXMQ,Month-to-month,DSL,0.011974,68.85,0.250205,장기 약정(1~2년) 전환 유도
2133-TSRRM,Month-to-month,Fiber optic,0.016856,105.35,0.249955,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
7976-CICYS,Month-to-month,No,0.002286,20.7,0.249637,장기 약정(1~2년) 전환 유도
2223-KAGMX,Month-to-month,No,0.002158,19.4,0.249539,장기 약정(1~2년) 전환 유도
3170-GWYKC,Month-to-month,Fiber optic,0.02358,104.95,0.249432,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
6302-JGYRJ,One year,DSL,0.014679,79.45,0.249294,기본 유지 혜택 제공
4541-RMRLG,Month-to-month,No,0.002185,19.25,0.249012,장기 약정(1~2년) 전환 유도
6202-DYYFX,One year,Fiber optic,0.009619,76.0,0.248947,결합 쿠폰 제공
7718-UPSKJ,One year,Fiber optic,0.013008,106.4,0.248854,결합 쿠폰 제공
5951-AOFIH,Month-to-month,DSL,0.007695,66.4,0.248771,장기 약정(1~2년) 전환 유도
5955-EPOAZ,Month-to-month,No,0.001394,20.95,0.248226,장기 약정(1~2년) 전환 유도
0228-MAUWC,Month-to-month,DSL,0.003779,59.55,0.24787,장기 약정(1~2년) 전환 유도
3675-EQOZA,Month-to-month,No,0.001553,20.65,0.247845,장기 약정(1~2년) 전환 유도
2266-SJNAT,One year,Fiber optic,0.053281,109.15,0.247514,결합 쿠폰 제공
4673-KKSLS,Month-to-month,Fiber optic,0.009911,87.6,0.247323,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
1527-SXDPN,Two year,Fiber optic,0.013456,96.25,0.247185,결합 쿠폰 제공
0156-FVPTA,Month-to-month,DSL,0.005489,54.2,0.247132,장기 약정(1~2년) 전환 유도
7883-ROJOC,Month-to-month,DSL,0.006554,44.9,0.246863,장기 약정(1~2년) 전환 유도
1095-WGNGG,Two year,Fiber optic,0.010037,101.05,0.246823,결합 쿠폰 제공
6322-PJJDJ,Two year,Fiber optic,0.011329,94.8,0.24669,결합 쿠폰 제공
2452-SNHFZ,Month-to-month,Fiber optic,0.022318,75.45,0.246004,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
7727-SHVZV,Month-to-month,No,0.003779,19.5,0.245825,장기 약정(1~2년) 전환 유도
9788-YTFGE,Month-to-month,No,0.003759,19.95,0.245814,장기 약정(1~2년) 전환 유도
7740-BTPUX,Two year,Fiber optic,0.019843,113.6,0.245814,결합 쿠폰 제공
5850-BDWCY,Month-to-month,No,0.001795,20.2,0.245698,장기 약정(1~2년) 전환 유도
4338-EYCER,Month-to-month,DSL,0.011809,54.6,0.245482,장기 약정(1~2년) 전환 유도
5151-HQRDG,Month-to-month,DSL,0.007345,55.05,0.245093,장기 약정(1~2년) 전환 유도
4322-RCYMT,One year,DSL,0.005951,75.8,0.244993,기본 유지 혜택 제공
8851-RAGOV,Month-to-month,DSL,0.007074,71.05,0.244801,장기 약정(1~2년) 전환 유도
5349-AZPEW,Month-to-month,DSL,0.001623,25.05,0.244338,장기 약정(1~2년) 전환 유도
1060-ENTOF,One year,Fiber optic,0.020616,105.4,0.244233,결합 쿠폰 제공
4083-EUGRJ,Month-to-month,No,0.002233,20.25,0.244219,장기 약정(1~2년) 전환 유도
8017-UVSZU,Month-to-month,DSL,0.003659,56.6,0.244153,장기 약정(1~2년) 전환 유도
6959-GQEGV,Month-to-month,DSL,0.012238,75.95,0.244007,장기 약정(1~2년) 전환 유도
7964-VEXDG,Month-to-month,Fiber optic,0.011422,80.35,0.243767,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
8582-KRHPJ,Month-to-month,DSL,0.001947,35.0,0.243599,장기 약정(1~2년) 전환 유도
5712-VBOXD,Month-to-month,No,0.001049,20.15,0.243293,장기 약정(1~2년) 전환 유도
7083-YNSKY,Month-to-month,No,0.002911,25.4,0.243029,장기 약정(1~2년) 전환 유도
8108-UXRQN,Month-to-month,DSL,0.006907,50.55,0.243013,장기 약정(1~2년) 전환 유도
6671-NGWON,Month-to-month,No,0.001165,20.35,0.242948,장기 약정(1~2년) 전환 유도
6008-NAIXK,One year,DSL,0.007616,55.45,0.242654,기본 유지 혜택 제공
1925-GMVBW,Month-to-month,No,0.004636,20.55,0.242486,장기 약정(1~2년) 전환 유도
2898-LSJGD,One year,DSL,0.006384,55.95,0.241506,기본 유지 혜택 제공
0550-DCXLH,Month-to-month,DSL,0.022771,73.35,0.240955,장기 약정(1~2년) 전환 유도
8985-OOPOS,One year,DSL,0.007362,74.1,0.240822,기본 유지 혜택 제공
6034-ZRYCV,Two year,DSL,0.003361,54.2,0.240611,기본 유지 혜택 제공
1134-YWTYF,Month-to-month,DSL,0.008938,53.8,0.240487,장기 약정(1~2년) 전환 유도
2908-ZTPNF,Month-to-month,DSL,0.002188,34.85,0.240422,장기 약정(1~2년) 전환 유도
3597-YASZG,Two year,Fiber optic,0.00858,104.45,0.239598,결합 쿠폰 제공
0303-WMMRN,Month-to-month,No,0.001956,19.25,0.239383,장기 약정(1~2년) 전환 유도
8731-WBBMB,Month-to-month,DSL,0.009481,81.9,0.239364,장기 약정(1~2년) 전환 유도
3981-QSVQI,Month-to-month,No,0.005467,19.7,0.238948,장기 약정(1~2년) 전환 유도
2791-SFVEW,Month-to-month,No,0.006544,20.15,0.238727,장기 약정(1~2년) 전환 유도
5325-UWTWJ,Month-to-month,Fiber optic,0.005107,90.55,0.238716,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
4568-TTZRT,Month-to-month,No,0.002512,20.4,0.238694,장기 약정(1~2년) 전환 유도
6941-KXRRV,One year,DSL,0.014976,58.95,0.238657,기본 유지 혜택 제공
4374-YMUSQ,One year,Fiber optic,0.01606,116.25,0.238295,결합 쿠폰 제공
2270-CHBFN,Month-to-month,Fiber optic,0.010009,95.1,0.238196,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
9099-FTUHS,Month-to-month,DSL,0.009893,54.4,0.237872,장기 약정(1~2년) 전환 유도
7470-DYNOE,One year,DSL,0.005832,61.1,0.237767,기본 유지 혜택 제공
0440-MOGPM,One year,DSL,0.008514,80.55,0.237342,기본 유지 혜택 제공
0733-VUNUW,Month-to-month,DSL,0.003271,55.65,0.237176,장기 약정(1~2년) 전환 유도
6979-TNDEU,Month-to-month,No,0.003774,19.2,0.237152,장기 약정(1~2년) 전환 유도
8894-JVDCV,One year,Fiber optic,0.01626,115.05,0.237077,결합 쿠폰 제공
3694-GLTJM,Month-to-month,No,0.003957,19.65,0.236888,장기 약정(1~2년) 전환 유도
9795-VOWON,One year,DSL,0.003975,24.35,0.236767,기본 유지 혜택 제공
7841-FCRQD,One year,DSL,0.00513,53.75,0.236729,기본 유지 혜택 제공
8847-GEOOQ,Month-to-month,DSL,0.006709,60.2,0.236584,장기 약정(1~2년) 전환 유도
9025-ZRPVR,Month-to-month,No,0.002144,18.95,0.236483,장기 약정(1~2년) 전환 유도
5141-ZUVBH,Month-to-month,Fiber optic,0.018295,93.0,0.236308,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
9848-JQJTX,Two year,Fiber optic,0.009865,100.9,0.236213,결합 쿠폰 제공
9512-PHSMG,Month-to-month,No,0.003464,20.55,0.236167,장기 약정(1~2년) 전환 유도
3537-RYBHH,Month-to-month,DSL,0.008126,67.45,0.235434,장기 약정(1~2년) 전환 유도
7143-BQIBA,Month-to-month,DSL,0.00658,62.25,0.235295,장기 약정(1~2년) 전환 유도
4422-QVIJA,Month-to-month,DSL,0.005731,50.15,0.235286,장기 약정(1~2년) 전환 유도
0917-EZOLA,Two year,Fiber optic,0.009367,104.15,0.235255,결합 쿠폰 제공
3707-LRWZD,One year,Fiber optic,0.005586,84.05,0.235199,결합 쿠폰 제공
3780-YVMFA,Month-to-month,DSL,0.007175,68.55,0.235016,장기 약정(1~2년) 전환 유도
8224-IVVPA,Month-to-month,DSL,0.010918,56.7,0.234914,장기 약정(1~2년) 전환 유도
5730-RIITO,Month-to-month,DSL,0.006051,33.45,0.23478,장기 약정(1~2년) 전환 유도
8259-NFJTV,Month-to-month,DSL,0.004853,34.65,0.234531,장기 약정(1~2년) 전환 유도
2851-STERV,One year,DSL,0.008469,73.0,0.234452,기본 유지 혜택 제공
1447-PJGGA,Two year,Fiber optic,0.012483,95.25,0.234445,결합 쿠폰 제공
2937-FTHUR,Month-to-month,DSL,0.006287,64.8,0.234279,장기 약정(1~2년) 전환 유도
2272-UOINI,Month-to-month,DSL,0.006575,78.5,0.234166,장기 약정(1~2년) 전환 유도
5995-OIGLP,Month-to-month,DSL,0.017463,56.65,0.234151,장기 약정(1~2년) 전환 유도
3941-XTSKM,One year,DSL,0.007059,45.1,0.234131,기본 유지 혜택 제공
1047-NNCBF,Month-to-month,Fiber optic,0.005868,70.55,0.233901,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
8624-GIOUT,Month-to-month,DSL,0.011555,59.75,0.23386,장기 약정(1~2년) 전환 유도
2321-OMBXY,One year,DSL,0.005869,80.3,0.233793,기본 유지 혜택 제공
3345-JHUEO,Month-to-month,No,0.001806,20.2,0.233768,장기 약정(1~2년) 전환 유도
0487-RPVUM,Month-to-month,Fiber optic,0.01231,99.4,0.233177,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
9107-UKCKY,One year,DSL,0.008677,79.8,0.233168,기본 유지 혜택 제공
5195-KPUNQ,One year,Fiber optic,0.01666,96.75,0.233126,결합 쿠폰 제공
2212-LYASK,One year,DSL,0.003238,45.85,0.232968,기본 유지 혜택 제공
3723-BFBGR,Month-to-month,DSL,0.008884,54.8,0.232954,장기 약정(1~2년) 전환 유도
8120-JDCAM,Month-to-month,Fiber optic,0.009,69.55,0.232512,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
4332-MUOEZ,One year,Fiber optic,0.014462,94.3,0.232494,결합 쿠폰 제공
9115-YQHGA,Month-to-month,DSL,0.007626,51.1,0.232318,장기 약정(1~2년) 전환 유도
5478-JJVZK,Month-to-month,DSL,0.006311,60.9,0.232267,장기 약정(1~2년) 전환 유도
9256-JTBNZ,Month-to-month,No,0.002946,20.3,0.232221,장기 약정(1~2년) 전환 유도
6804-GDMOI,Two year,Fiber optic,0.007529,106.6,0.231866,결합 쿠폰 제공
6537-OTKMY,One year,DSL,0.013142,50.75,0.231649,기본 유지 혜택 제공
6036-TTFYU,Month-to-month,No,0.001682,19.6,0.231572,장기 약정(1~2년) 전환 유도
1142-IHLOO,One year,Fiber optic,0.009288,87.55,0.231511,결합 쿠폰 제공
8295-FHIVV,Month-to-month,No,0.001547,19.4,0.231403,장기 약정(1~2년) 전환 유도
6551-GNYDG,Month-to-month,Fiber optic,0.007042,80.9,0.231118,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
7663-ZTEGJ,One year,Fiber optic,0.019812,100.55,0.23093,결합 쿠폰 제공
5186-EJEGL,Month-to-month,DSL,0.007976,69.5,0.230841,장기 약정(1~2년) 전환 유도
7285-KLOTR,One year,DSL,0.005899,78.85,0.230595,기본 유지 혜택 제공
2782-JEEBU,Month-to-month,DSL,0.007224,36.0,0.230513,장기 약정(1~2년) 전환 유도
4626-OZDTJ,One year,DSL,0.0089,78.65,0.230222,기본 유지 혜택 제공
0096-FCPUF,Month-to-month,DSL,0.007341,64.5,0.230105,장기 약정(1~2년) 전환 유도
3863-QSTYI,Month-to-month,DSL,0.0055,64.65,0.230075,장기 약정(1~2년) 전환 유도
2108-GLPQB,Month-to-month,DSL,0.006416,55.55,0.230016,장기 약정(1~2년) 전환 유도
7905-NJMXS,Month-to-month,DSL,0.008099,64.2,0.229995,장기 약정(1~2년) 전환 유도
3402-XRIUO,Month-to-month,DSL,0.009266,63.55,0.229904,장기 약정(1~2년) 전환 유도
7753-USQYQ,One year,DSL,0.008125,64.2,0.229866,기본 유지 혜택 제공
1958-RNRKS,Month-to-month,DSL,0.003972,49.9,0.229508,장기 약정(1~2년) 전환 유도
8474-UMLNT,Month-to-month,DSL,0.012355,67.8,0.229423,장기 약정(1~2년) 전환 유도
9142-KZXOP,Month-to-month,Fiber optic,0.00842,68.85,0.229422,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
7610-TVOPG,Month-to-month,No,0.006156,26.35,0.229418,장기 약정(1~2년) 전환 유도
0282-NVSJS,Month-to-month,DSL,0.002689,29.3,0.229296,장기 약정(1~2년) 전환 유도
1591-MQJTP,One year,Fiber optic,0.015692,93.65,0.229126,결합 쿠폰 제공
8550-XSXUQ,One year,DSL,0.009476,70.55,0.229049,기본 유지 혜택 제공
0999-QXNSA,Month-to-month,DSL,0.009083,45.75,0.229045,장기 약정(1~2년) 전환 유도
1921-KYSAY,One year,DSL,0.009192,68.6,0.229022,기본 유지 혜택 제공
6576-FBXOJ,One year,DSL,0.009282,54.6,0.228889,기본 유지 혜택 제공
0623-EJQEG,One year,Fiber optic,0.014707,93.55,0.228482,결합 쿠폰 제공
2740-JFBOK,Month-to-month,No,0.002159,24.0,0.2284,장기 약정(1~2년) 전환 유도
7576-ASEJU,One year,DSL,0.009672,74.7,0.228364,기본 유지 혜택 제공
2159-TURXX,Month-to-month,No,0.00366,20.05,0.228306,장기 약정(1~2년) 전환 유도
6655-LHBYW,One year,Fiber optic,0.010767,114.35,0.228108,결합 쿠폰 제공
6897-UUBNU,Month-to-month,Fiber optic,0.010453,89.65,0.227984,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
3606-SBKRY,One year,DSL,0.005736,50.05,0.22698,기본 유지 혜택 제공
2911-WDXMV,Month-to-month,Fiber optic,0.0124,80.55,0.226957,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
4929-ROART,Month-to-month,DSL,0.009674,56.25,0.226919,장기 약정(1~2년) 전환 유도
5206-HPJKM,Month-to-month,DSL,0.004265,55.5,0.226516,장기 약정(1~2년) 전환 유도
7241-AJHFS,Month-to-month,Fiber optic,0.009043,87.65,0.226366,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
8706-HRADD,Month-to-month,DSL,0.002516,43.55,0.22635,장기 약정(1~2년) 전환 유도
2758-RNWXS,One year,Fiber optic,0.012989,89.2,0.22619,결합 쿠폰 제공
4828-FAZPK,Month-to-month,Fiber optic,0.014579,79.95,0.225566,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
8591-NXRCV,Month-to-month,DSL,0.004553,74.65,0.225441,장기 약정(1~2년) 전환 유도
1867-TJHTS,Month-to-month,Fiber optic,0.014913,79.8,0.224888,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
4936-YPJNK,Month-to-month,No,0.003084,19.9,0.223887,장기 약정(1~2년) 전환 유도
6728-DKUCO,One year,Fiber optic,0.010308,104.15,0.223511,결합 쿠폰 제공
6281-FKEWS,One year,DSL,0.020774,49.05,0.222979,기본 유지 혜택 제공
2978-XXSOG,Month-to-month,DSL,0.016109,59.05,0.222876,장기 약정(1~2년) 전환 유도
4160-AMJTL,Month-to-month,No,0.005017,19.65,0.222582,장기 약정(1~2년) 전환 유도
6575-SUVOI,Month-to-month,DSL,0.012319,69.5,0.22258,장기 약정(1~2년) 전환 유도
8133-ANHHJ,One year,Fiber optic,0.011912,103.0,0.222189,결합 쿠폰 제공
3090-LETTY,Month-to-month,DSL,0.003556,60.95,0.221898,장기 약정(1~2년) 전환 유도
6211-WHMYA,Month-to-month,DSL,0.003772,43.85,0.221786,장기 약정(1~2년) 전환 유도
7799-DSEWS,Month-to-month,DSL,0.00761,68.35,0.221521,장기 약정(1~2년) 전환 유도
0701-TJSEF,Month-to-month,DSL,0.005923,68.25,0.221424,장기 약정(1~2년) 전환 유도
5271-YNWVR,Two year,Fiber optic,0.016767,113.15,0.221223,결합 쿠폰 제공
2055-SIFSS,Month-to-month,DSL,0.0211,51.65,0.220993,장기 약정(1~2년) 전환 유도
