"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"860Z200US95698","ZCTA5 95698","122","71","14.8","22.8","0.0","28.7","0.0","28.7","0.0","28.7","0.0","28.7","0.0","28.7","16.4","25.7","41.0","37.6","0.0","28.7","27.9","33.8","143182","68236","191648","119116","36.9","(X)","(X)","(X)","(X)","(X)","84","67","0.0","36.9","0.0","36.9","0.0","36.9","0.0","36.9","0.0","36.9","0.0","36.9","0.0","36.9","59.5","46.0","0.0","36.9","40.5","46.0","-","**","256170","139974","(X)","(X)","53.6","(X)","(X)","(X)","84","67","0.0","36.9","0.0","36.9","0.0","36.9","0.0","36.9","0.0","36.9","0.0","36.9","0.0","36.9","59.5","46.0","0.0","36.9","40.5","46.0","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","38","46","47.4","52.6","0.0","55.0","0.0","55.0","0.0","55.0","0.0","55.0","0.0","55.0","52.6","52.6","0.0","55.0","0.0","55.0","0.0","55.0","-","**","N","N","(X)","(X)","(X)","(X)","0.0","(X)",
"860Z200US95699","ZCTA5 95699","57","61","0.0","44.9","0.0","44.9","0.0","44.9","0.0","44.9","0.0","44.9","0.0","44.9","0.0","44.9","0.0","44.9","7.0","17.8","93.0","17.8","250,000+","***","382070","181758","19.3","(X)","(X)","(X)","(X)","(X)","57","61","0.0","44.9","0.0","44.9","0.0","44.9","0.0","44.9","0.0","44.9","0.0","44.9","0.0","44.9","7.0","17.8","0.0","44.9","93.0","17.8","250,000+","***","317275","88709","(X)","(X)","12.3","(X)","(X)","(X)","53","60","0.0","46.6","0.0","46.6","0.0","46.6","0.0","46.6","0.0","46.6","0.0","46.6","0.0","46.6","0.0","46.6","0.0","46.6","100.0","46.6","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US95701","ZCTA5 95701","393","92","4.1","3.8","1.0","1.7","10.2","5.6","1.5","2.2","9.2","7.9","8.7","6.3","15.8","11.5","22.9","8.7","13.2","6.1","13.5","9.9","98125","10940","168393","97824","32.1","(X)","(X)","(X)","(X)","(X)","270","81","1.1","2.0","1.5","2.5","8.1","6.6","0.0","14.5","5.6","4.2","3.7","3.8","21.5","15.3","28.5","12.0","12.2","7.2","17.8","13.3","115250","26130","209328","133537","(X)","(X)","30.0","(X)","(X)","(X)","231","76","0.0","16.7","0.0","16.7","6.1","5.2","0.0","16.7","6.5","4.9","4.3","4.4","25.1","17.4","24.2","11.4","13.0","8.2","20.8","15.3","111042","24245","N","N","(X)","(X)","(X)","(X)","(X)","(X)","123","51","10.6","11.8","0.0","28.5","14.6","12.7","4.9","7.3","17.1","21.6","19.5","17.0","3.3","4.7","23.6","18.9","2.4","4.4","4.1","6.1","55694","24743","73003","25563","(X)","(X)","(X)","(X)","34.1","(X)",
"860Z200US95703","ZCTA5 95703","873","172","3.0","2.9","3.6","3.7","9.4","9.0","0.0","4.7","2.9","3.7","13.7","8.3","16.7","9.4","27.6","12.7","8.4","7.2","14.8","7.4","100214","9415","119053","23976","23.9","(X)","(X)","(X)","(X)","(X)","680","184","0.0","6.1","2.5","3.3","9.0","10.8","0.0","6.1","4.9","5.3","16.0","11.1","16.3","11.4","22.8","15.9","9.6","8.9","19.0","9.8","100296","11169","128619","31325","(X)","(X)","25.3","(X)","(X)","(X)","617","182","0.0","6.7","2.8","3.6","9.9","11.9","0.0","6.7","4.1","5.5","13.1","9.7","18.0","12.4","20.7","17.0","10.5","9.8","20.9","10.7","100444","9375","N","N","(X)","(X)","(X)","(X)","(X)","(X)","193","94","13.5","13.5","7.3","12.6","10.9","13.0","0.0","19.6","0.0","19.6","20.2","19.4","14.0","15.0","30.1","26.7","4.1","7.3","0.0","19.6","74028","32427","69637","18994","(X)","(X)","(X)","(X)","19.2","(X)",
"860Z200US95709","ZCTA5 95709","2364","379","0.5","0.9","2.4","2.5","3.6","2.5","3.7","4.3","11.3","4.6","20.8","10.2","18.7","8.2","13.3","5.1","11.9","5.3","13.7","5.4","79780","13479","120720","18999","35.0","(X)","(X)","(X)","(X)","(X)","1754","327","0.0","2.4","0.0","2.4","2.2","2.6","5.0","5.8","9.2","4.7","20.5","13.3","16.0","8.1","14.8","5.5","18.4","7.5","14.0","6.5","86136","34151","127847","21204","(X)","(X)","32.4","(X)","(X)","(X)","1527","304","0.0","2.7","0.0","2.7","2.5","3.0","4.4","6.5","8.1","4.7","23.5","14.8","12.6","7.0","15.4","6.1","18.5","8.1","15.1","7.1","94375","36904","N","N","(X)","(X)","(X)","(X)","(X)","(X)","610","250","2.1","3.6","9.2","10.1","7.9","6.7","0.0","6.7","17.4","12.8","21.8","9.2","26.4","19.1","11.1","12.9","0.0","6.7","4.1","5.2","66920","18993","88112","36557","(X)","(X)","(X)","(X)","42.3","(X)",
"860Z200US95713","ZCTA5 95713","3653","267","7.9","3.8","3.0","1.9","5.7","2.6","4.2","2.3","9.3","3.8","11.2","3.4","13.5","4.7","22.7","4.2","13.2","3.6","9.2","2.7","87839","10833","103108","9639","37.6","(X)","(X)","(X)","(X)","(X)","2521","292","3.3","2.4","1.4","2.1","2.2","1.8","1.8","1.9","9.4","5.0","9.6","4.4","17.9","6.4","24.4","5.5","18.4","4.8","11.5","4.2","109028","14149","122183","11980","(X)","(X)","41.3","(X)","(X)","(X)","2073","285","2.8","3.1","1.7","2.6","0.3","0.6","0.8","1.0","9.4","6.1","11.1","5.2","17.4","6.7","22.2","6.5","20.3","5.2","14.0","5.1","111343","23286","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1132","241","20.3","10.9","6.6","4.1","13.4","7.0","7.2","4.4","10.8","6.4","14.8","6.3","6.8","4.7","14.5","7.2","1.5","1.8","4.1","2.8","35921","10574","57168","10963","(X)","(X)","(X)","(X)","27.7","(X)",
"860Z200US95714","ZCTA5 95714","177","49","0.0","21.1","6.2","8.5","0.0","21.1","10.2","8.4","11.3","9.5","13.6","7.4","13.0","9.3","26.0","12.6","6.2","5.8","13.6","9.8","95795","33525","104650","22103","31.6","(X)","(X)","(X)","(X)","(X)","116","44","0.0","29.8","0.0","29.8","0.0","29.8","8.6","11.6","6.0","7.2","17.2","13.2","10.3","8.5","31.0","18.9","9.5","8.8","17.2","14.1","104643","29417","123013","26096","(X)","(X)","42.2","(X)","(X)","(X)","102","40","0.0","32.7","0.0","32.7","0.0","32.7","9.8","13.0","6.9","8.2","19.6","14.0","11.8","9.6","21.6","15.1","10.8","10.0","19.6","15.4","101667","34615","N","N","(X)","(X)","(X)","(X)","(X)","(X)","61","32","0.0","43.4","18.0","23.0","0.0","43.4","13.1","13.3","21.3","21.3","6.6","10.6","18.0","21.6","16.4","19.4","0.0","43.4","6.6","10.4","-","**","69730","29721","(X)","(X)","(X)","(X)","11.5","(X)",
"860Z200US95715","ZCTA5 95715","30","28","0.0","61.9","0.0","61.9","0.0","61.9","0.0","61.9","0.0","61.9","0.0","61.9","10.0","15.8","10.0","20.7","66.7","43.6","13.3","23.4","163625","641","158710","19345","10.0","(X)","(X)","(X)","(X)","(X)","27","27","0.0","65.3","0.0","65.3","0.0","65.3","0.0","65.3","0.0","65.3","0.0","65.3","0.0","65.3","11.1","23.7","74.1","42.5","14.8","27.4","163813","551","167344","19906","(X)","(X)","11.1","(X)","(X)","(X)","24","27","0.0","69.2","0.0","69.2","0.0","69.2","0.0","69.2","0.0","69.2","0.0","69.2","0.0","69.2","0.0","69.2","83.3","34.8","16.7","34.8","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3","4","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","100.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","-","**","N","N","(X)","(X)","(X)","(X)","0.0","(X)",
"860Z200US95717","ZCTA5 95717","33","22","45.5","35.7","21.2","31.3","0.0","59.0","9.1","14.3","0.0","59.0","0.0","59.0","9.1","13.1","0.0","59.0","0.0","59.0","15.2","23.5","-","**","51391","56924","0.0","(X)","(X)","(X)","(X)","(X)","11","10","0.0","100.0","0.0","100.0","0.0","100.0","27.3","38.2","0.0","100.0","0.0","100.0","27.3","36.5","0.0","100.0","0.0","100.0","45.5","45.5","-","**","141145","88194","(X)","(X)","0.0","(X)","(X)","(X)","11","10","0.0","100.0","0.0","100.0","0.0","100.0","27.3","38.2","0.0","100.0","0.0","100.0","27.3","36.5","0.0","100.0","0.0","100.0","45.5","45.5","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","22","20","68.2","44.3","31.8","44.3","0.0","72.3","0.0","72.3","0.0","72.3","0.0","72.3","0.0","72.3","0.0","72.3","0.0","72.3","0.0","72.3","-","**","6514","4817","(X)","(X)","(X)","(X)","0.0","(X)",
"860Z200US95720","ZCTA5 95720","20","16","0.0","75.8","0.0","75.8","0.0","75.8","0.0","75.8","0.0","75.8","45.0","55.0","30.0","40.9","0.0","75.8","0.0","75.8","25.0","53.0","-","**","106960","71762","30.0","(X)","(X)","(X)","(X)","(X)","9","14","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","100.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","-","**","N","N","(X)","(X)","0.0","(X)","(X)","(X)","9","14","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","100.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11","14","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","54.5","54.5","0.0","100.0","0.0","100.0","45.5","54.5","-","**","N","N","(X)","(X)","(X)","(X)","54.5","(X)",
"860Z200US95721","ZCTA5 95721","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US95722","ZCTA5 95722","1712","177","1.2","1.4","1.9","3.0","3.0","4.1","3.8","3.4","4.7","2.9","12.4","5.1","14.2","6.7","18.2","5.5","13.8","5.8","26.7","6.9","125625","40375","171236","23128","28.7","(X)","(X)","(X)","(X)","(X)","1287","207","0.0","3.2","0.0","3.2","0.0","3.2","4.0","4.2","3.9","2.9","12.2","6.2","11.3","8.3","21.1","6.9","15.2","6.6","32.3","8.8","144760","21025","198070","30588","(X)","(X)","29.7","(X)","(X)","(X)","1195","202","0.0","3.5","0.0","3.5","0.0","3.5","4.4","4.5","2.1","2.2","9.0","4.8","10.8","8.8","22.7","7.4","16.3","7.1","34.8","9.4","153493","30645","N","N","(X)","(X)","(X)","(X)","(X)","(X)","425","120","4.7","5.4","7.5","12.6","12.2","15.4","3.1","4.5","7.3","7.6","16.9","13.4","19.1","10.2","9.6","6.2","9.9","10.4","9.6","10.5","67139","34447","87986","24361","(X)","(X)","(X)","(X)","25.9","(X)",
"860Z200US95726","ZCTA5 95726","3611","365","5.1","2.7","2.4","3.0","6.8","4.4","4.7","2.7","6.7","3.3","13.7","4.7","17.3","5.4","20.0","5.5","13.6","5.0","9.8","3.8","91128","7602","107820","12109","38.8","(X)","(X)","(X)","(X)","(X)","2364","356","4.1","3.1","0.6","1.1","4.1","4.1","2.9","2.8","9.1","4.7","10.4","5.0","11.0","5.0","26.3","7.4","20.3","6.9","11.1","4.6","110714","12480","119919","11123","(X)","(X)","39.1","(X)","(X)","(X)","1803","294","2.7","2.9","0.0","2.3","0.9","1.3","2.4","2.7","8.7","5.6","12.9","6.1","11.7","6.0","25.7","7.7","21.4","8.8","13.7","5.6","115186","11018","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1247","295","7.0","5.4","5.7","8.4","14.0","12.9","5.9","4.8","6.2","5.4","19.2","9.9","29.1","13.2","7.2","5.3","3.4","3.9","2.4","2.9","71008","22091","79140","25437","(X)","(X)","(X)","(X)","37.5","(X)",
"860Z200US95728","ZCTA5 95728","245","89","9.4","11.5","0.0","15.9","6.5","9.8","0.0","15.9","9.4","9.4","13.1","12.5","12.7","12.5","24.1","15.1","7.3","11.8","17.6","15.3","89375","45589","142696","57971","20.0","(X)","(X)","(X)","(X)","(X)","138","67","0.0","26.0","0.0","26.0","11.6","16.3","0.0","26.0","8.7","11.2","4.3","6.4","7.2","10.9","31.9","23.0","13.0","20.5","23.2","24.1","116316","60679","170365","77731","(X)","(X)","35.5","(X)","(X)","(X)","138","67","0.0","26.0","0.0","26.0","11.6","16.3","0.0","26.0","8.7","11.2","4.3","6.4","7.2","10.9","31.9","23.0","13.0","20.5","23.2","24.1","116316","60679","N","N","(X)","(X)","(X)","(X)","(X)","(X)","107","64","21.5","25.0","0.0","31.6","0.0","31.6","0.0","31.6","10.3","16.2","24.3","29.5","19.6","26.6","14.0","19.1","0.0","31.6","10.3","14.2","57969","35679","107010","75147","(X)","(X)","(X)","(X)","0.0","(X)",
"860Z200US95735","ZCTA5 95735","23","23","0.0","70.7","0.0","70.7","13.0","23.2","0.0","70.7","0.0","70.7","0.0","70.7","0.0","70.7","87.0","23.2","0.0","70.7","0.0","70.7","111125","20434","106478","23013","26.1","(X)","(X)","(X)","(X)","(X)","19","21","0.0","77.8","0.0","77.8","15.8","28.2","0.0","77.8","0.0","77.8","0.0","77.8","0.0","77.8","84.2","28.2","0.0","77.8","0.0","77.8","111625","35180","107763","27714","(X)","(X)","31.6","(X)","(X)","(X)","19","21","0.0","77.8","0.0","77.8","15.8","28.2","0.0","77.8","0.0","77.8","0.0","77.8","0.0","77.8","84.2","28.2","0.0","77.8","0.0","77.8","111625","35180","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4","6","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","100.0","100.0","0.0","100.0","0.0","100.0","-","**","N","N","(X)","(X)","(X)","(X)","0.0","(X)",
"860Z200US95736","ZCTA5 95736","115","58","0.0","30.0","0.0","30.0","12.2","25.0","0.0","30.0","0.0","30.0","21.7","30.7","0.0","30.0","0.0","30.0","66.1","36.7","0.0","30.0","190670","110980","141477","55697","66.1","(X)","(X)","(X)","(X)","(X)","76","69","0.0","38.9","0.0","38.9","0.0","38.9","0.0","38.9","0.0","38.9","0.0","38.9","0.0","38.9","0.0","38.9","100.0","38.9","0.0","38.9","192411","7011","191166","4820","(X)","(X)","48.7","(X)","(X)","(X)","76","69","0.0","38.9","0.0","38.9","0.0","38.9","0.0","38.9","0.0","38.9","0.0","38.9","0.0","38.9","0.0","38.9","100.0","38.9","0.0","38.9","192411","7011","N","N","(X)","(X)","(X)","(X)","(X)","(X)","39","32","0.0","54.3","0.0","54.3","35.9","62.1","0.0","54.3","0.0","54.3","64.1","62.1","0.0","54.3","0.0","54.3","0.0","54.3","0.0","54.3","-","**","N","N","(X)","(X)","(X)","(X)","100.0","(X)",
"860Z200US95742","ZCTA5 95742","5360","307","2.9","1.5","0.3","0.3","1.6","1.2","2.5","1.9","2.0","1.0","8.3","4.7","11.1","3.3","17.8","3.6","20.1","4.4","33.3","5.2","155855","9404","172872","11553","29.5","(X)","(X)","(X)","(X)","(X)","4472","274","0.4","0.4","0.0","0.9","1.3","0.9","1.2","1.2","1.4","0.9","7.5","5.0","10.9","3.4","18.5","4.1","24.2","4.8","34.6","6.1","164428","9395","181396","13148","(X)","(X)","30.3","(X)","(X)","(X)","3791","273","0.5","0.5","0.0","1.1","1.1","0.8","0.9","1.1","1.1","0.9","8.3","5.9","9.2","3.6","18.2","4.7","24.2","5.5","36.5","6.2","167257","12674","N","N","(X)","(X)","(X)","(X)","(X)","(X)","888","206","15.7","9.8","1.8","2.2","3.5","5.4","9.9","9.3","5.1","4.5","11.6","10.1","16.6","11.6","15.8","10.7","3.7","3.6","16.4","9.8","86071","27402","116003","33438","(X)","(X)","(X)","(X)","22.2","(X)",
"860Z200US95746","ZCTA5 95746","7955","356","2.5","1.5","1.2","0.8","3.6","1.9","1.5","1.1","2.0","1.1","7.3","2.1","8.4","2.8","15.7","2.9","12.0","2.5","45.7","4.0","183305","23938","238219","19410","33.6","(X)","(X)","(X)","(X)","(X)","6585","359","0.9","0.7","1.1","0.9","2.3","1.6","0.1","0.2","1.8","1.1","7.3","2.5","8.9","3.2","16.8","3.1","11.9","2.6","49.0","4.6","197092","16373","256090","23075","(X)","(X)","34.1","(X)","(X)","(X)","5922","383","0.6","0.6","1.1","1.0","1.8","1.4","0.2","0.3","2.0","1.3","5.4","2.1","8.1","3.1","15.2","3.2","12.8","2.8","52.7","4.8","207310","19445","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1370","293","10.7","7.6","1.6","2.6","12.2","9.1","8.1","5.9","4.7","3.7","11.8","5.5","4.7","3.3","10.4","6.3","8.5","5.1","27.4","9.6","76625","41316","138145","30214","(X)","(X)","(X)","(X)","30.4","(X)",
"860Z200US95747","ZCTA5 95747","30086","629","2.4","0.8","1.0","0.4","3.1","1.0","2.8","0.7","5.7","1.1","10.6","2.0","11.5","1.5","17.9","1.7","16.3","1.9","28.7","2.3","136750","4503","163166","6878","32.4","(X)","(X)","(X)","(X)","(X)","23191","759","1.1","0.6","0.4","0.3","2.1","0.8","2.1","0.8","3.5","0.9","8.7","2.5","11.9","2.0","19.1","1.9","16.9","2.2","34.2","2.8","153012","8045","181577","7599","(X)","(X)","31.5","(X)","(X)","(X)","19154","762","0.6","0.5","0.4","0.3","1.9","0.8","1.0","0.5","3.1","1.1","6.4","1.5","10.3","1.9","19.4","2.2","18.2","2.5","38.7","3.2","173894","8699","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6895","629","7.4","3.1","3.0","1.5","7.6","3.5","5.7","1.7","13.3","3.3","17.1","3.6","11.8","3.5","15.7","3.4","10.3","3.2","8.0","2.0","67159","6569","91927","7393","(X)","(X)","(X)","(X)","32.1","(X)",
"860Z200US95757","ZCTA5 95757","16184","606","2.9","0.8","1.1","0.5","1.7","0.7","5.0","1.0","6.0","2.1","10.6","2.1","9.3","1.9","17.8","1.9","18.8","1.9","26.8","2.2","138198","4848","158435","5466","35.7","(X)","(X)","(X)","(X)","(X)","13714","563","2.5","0.8","0.7","0.4","1.5","0.7","4.2","1.1","4.5","2.1","9.3","2.3","9.1","2.1","18.1","2.2","19.7","2.2","30.4","2.6","150219","8551","168743","6593","(X)","(X)","37.3","(X)","(X)","(X)","11302","641","1.2","0.7","0.6","0.4","1.4","0.8","3.5","1.1","3.9","2.4","9.0","2.6","7.7","2.3","17.7","2.3","21.9","2.6","33.1","3.0","159921","8232","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2470","351","6.8","3.0","3.2","2.6","2.3","1.6","9.6","3.8","14.8","5.8","17.4","7.1","12.3","3.7","17.6","5.0","11.9","4.4","4.0","2.1","73161","9860","85181","8034","(X)","(X)","(X)","(X)","25.2","(X)",
"860Z200US95758","ZCTA5 95758","21937","830","2.9","0.9","1.3","0.5","4.0","1.3","4.1","1.0","5.7","1.3","10.3","1.8","13.9","2.3","25.6","2.7","15.7","2.3","16.4","2.4","117017","5929","130645","5819","35.3","(X)","(X)","(X)","(X)","(X)","16655","745","1.5","0.8","0.8","0.4","3.4","1.4","3.3","1.2","5.8","1.8","10.6","2.2","14.6","2.5","23.9","2.7","16.4","2.7","19.7","2.8","123219","6028","137784","6554","(X)","(X)","38.6","(X)","(X)","(X)","12199","719","0.6","0.4","0.3","0.2","2.3","1.0","2.5","1.1","6.1","2.2","9.3","2.3","14.0","2.9","23.6","3.1","18.7","3.5","22.6","3.6","129597","6459","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5282","602","7.7","2.9","3.2","1.6","6.1","2.6","6.7","2.4","8.1","2.8","11.6","3.1","15.8","6.3","27.5","6.5","8.9","3.3","4.4","1.9","85714","16438","94490","8004","(X)","(X)","(X)","(X)","20.8","(X)",
"860Z200US95762","ZCTA5 95762","17080","576","2.3","1.1","0.4","0.3","3.1","1.2","1.9","0.8","3.7","1.1","8.9","1.8","7.9","1.6","16.9","2.2","11.9","2.0","42.9","2.7","165467","13028","213519","11949","32.3","(X)","(X)","(X)","(X)","(X)","14001","577","1.9","1.1","0.4","0.4","2.0","1.0","1.1","0.6","2.7","1.1","7.5","2.0","6.6","1.6","16.6","2.5","13.5","2.2","47.7","3.0","191156","16556","229222","12431","(X)","(X)","34.5","(X)","(X)","(X)","12314","543","1.0","0.6","0.3","0.3","1.7","0.9","1.0","0.7","2.5","1.1","6.3","1.9","5.9","1.5","15.8","2.4","13.3","2.4","52.2","3.0","208364","13848","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3079","424","4.0","2.9","0.7","0.9","9.1","4.9","5.8","3.7","6.8","2.9","15.0","5.3","15.9","5.4","17.5","6.2","8.4","4.8","16.6","6.0","84476","12627","136001","31469","(X)","(X)","(X)","(X)","22.1","(X)",
"860Z200US95765","ZCTA5 95765","14882","490","1.2","0.8","0.7","0.4","2.9","1.2","2.8","0.9","6.3","1.5","8.7","1.5","11.7","2.1","19.4","2.7","15.4","2.0","30.9","2.5","138090","11622","175692","9733","32.9","(X)","(X)","(X)","(X)","(X)","11241","440","0.7","0.7","0.4","0.3","1.9","1.1","1.7","0.8","3.0","1.1","6.6","1.6","9.9","2.1","19.8","3.4","17.5","2.4","38.6","3.0","164236","11916","201289","11424","(X)","(X)","34.0","(X)","(X)","(X)","9441","448","0.2","0.2","0.3","0.3","0.8","0.6","0.6","0.4","3.0","1.3","5.1","1.7","8.0","2.0","20.9","3.6","17.4","2.6","43.5","3.6","180746","11334","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3641","407","3.0","2.2","1.6","1.3","6.1","3.2","6.7","2.9","16.5","5.0","16.5","5.0","16.9","5.1","17.5","4.9","8.4","3.6","6.8","2.5","74614","9931","92535","11398","(X)","(X)","(X)","(X)","28.0","(X)",
"860Z200US95776","ZCTA5 95776","8682","448","2.9","1.5","2.3","1.1","3.8","1.7","6.1","2.5","5.6","1.7","11.9","2.4","12.1","2.7","25.6","4.3","9.8","2.3","19.9","3.4","106698","6275","128423","8279","38.8","(X)","(X)","(X)","(X)","(X)","6956","351","1.4","1.1","0.6","0.6","2.6","1.4","7.3","3.0","5.7","2.0","10.8","2.2","9.3","2.7","29.3","4.7","10.4","2.8","22.7","4.0","118371","12038","138629","10159","(X)","(X)","37.9","(X)","(X)","(X)","5143","381","1.4","1.4","0.1","0.2","2.2","1.6","5.2","3.3","2.6","1.6","7.6","2.4","10.5","3.3","30.9","6.1","11.1","2.9","28.4","5.0","131102","4455","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1726","324","9.0","5.8","9.1","5.1","9.4","5.7","11.0","6.0","12.2","6.3","19.0","7.6","14.1","7.3","8.2","3.4","4.8","4.5","3.2","2.3","49333","12620","62829","9718","(X)","(X)","(X)","(X)","41.0","(X)",
"860Z200US95811","ZCTA5 95811","4911","390","6.4","2.7","5.0","2.2","5.4","2.0","6.1","2.8","8.9","2.7","12.4","3.3","17.1","3.8","20.6","5.4","7.1","2.7","10.8","2.5","80827","8019","106433","10211","31.8","(X)","(X)","(X)","(X)","(X)","1152","198","1.0","1.3","2.7","2.9","3.2","3.1","4.3","3.8","12.6","6.4","10.8","6.4","13.6","6.3","13.3","7.6","13.8","8.0","24.7","8.0","102174","47640","160740","33962","(X)","(X)","31.7","(X)","(X)","(X)","746","145","1.6","2.1","0.0","5.5","2.7","3.0","3.1","4.1","2.7","2.8","5.5","5.0","11.7","9.1","14.2","9.5","21.3","11.9","37.3","11.9","175233","19433","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3759","371","8.1","3.6","5.8","2.6","6.1","2.5","6.7","3.5","8.5","2.8","13.1","3.9","17.1","4.7","23.3","6.3","5.1","1.9","6.2","2.5","75943","5986","88600","10328","(X)","(X)","(X)","(X)","31.5","(X)",
