CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,Area_Total_Households,Area_Median_Income,Area_Mean_Income,Area_Low_Income_Ratio,Area_High_Income_Ratio,Income_Charge_Ratio,Area_Income_Level
6619-RPLQZ,1,United States,California,June Lake,93529,"37.730269, -119.055813",37.730269,-119.055813,Female,No,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,892.15,No,0,32,2844,,116.0,,124195.0,16.4,48.3,,
3275-RHRNE,1,United States,California,Keeler,93530,"36.560498, -117.962461",36.560498,-117.962461,Male,No,Yes,Yes,28,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.0,1682.05,No,0,80,2797,,28.0,,,78.6,0.0,,
3503-TYDAY,1,United States,California,Keene,93531,"35.214982, -118.59049",35.214982,-118.59049,Female,No,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.45,3398.9,No,0,35,5357,,196.0,164318.0,155024.0,0.0,75.89999999999999,0.005875193222897066,Very High
6901-GOGZG,1,United States,California,Lake Hughes,93532,"34.659579, -118.584212",34.659579,-118.584212,Male,No,No,Yes,60,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.95,4984.8500000000004,No,0,41,4104,,1019.0,113363.0,116948.0,10.3,56.699999999999996,0.008992352001975954,High
7021-XSNYE,1,United States,California,Lancaster,93535,"34.712708, -117.889656",34.712708,-117.889656,Male,No,Yes,Yes,7,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),49.65,305.55,No,0,60,2750,,22796.0,70360.0,87343.0,23.5,31.4,0.008467879476975554,Medium
9621-OUPYD,1,United States,California,Lancaster,93536,"34.741406, -118.38111",34.741406,-118.38111,Female,No,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.2,507.9,No,0,23,4129,,23147.0,106903.0,125254.0,16.2,53.4,0.0022674761232145024,High
8982-NHAVY,1,United States,California,Littlerock,93543,"34.505273, -117.955054",34.505273,-117.955054,Male,No,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.5,2673.45,No,0,50,5939,,3572.0,72488.0,87828.0,20.900000000000002,31.9,0.016637236508111688,Medium
4307-KWMXE,1,United States,California,Llano,93544,"34.500091, -117.765862",34.500091,-117.765862,Male,No,No,No,10,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,35.75,389.8,No,0,59,2263,,436.0,89792.0,101677.0,33.9,49.5,0.004777708481824661,Medium
0141-YEAYS,1,United States,California,Lone Pine,93545,"36.590415, -118.073839",36.590415,-118.073839,Female,Yes,No,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.45,2401.0500000000002,No,0,77,5990,,706.0,43529.0,75785.0,39.7,25.0,0.023832387603666523,Low
2450-ZKEED,1,United States,California,Mammoth Lakes,93546,"37.550074, -118.837167",37.550074,-118.837167,Female,No,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),53.8,651.54999999999995,No,0,27,5899,,4054.0,105577.0,131618.0,14.100000000000001,50.599999999999994,0.006114968222245375,High
3694-DELSO,1,United States,California,Olancha,93549,"36.296851, -117.865469",36.296851,-117.865469,Male,No,Yes,Yes,4,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),38.55,156.1,No,0,40,3824,,113.0,73958.0,73045.0,40.7,18.6,0.006254901430541658,Medium
3893-JRNFS,1,United States,California,Palmdale,93550,"34.536232, -118.082935",34.536232,-118.082935,Male,No,No,No,68,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.9,2796.35,No,0,69,6270,,22788.0,62078.0,77517.0,26.699999999999996,25.599999999999998,0.0077128773478527006,Low
9603-OAIHC,1,United States,California,Palmdale,93551,"34.613476, -118.256358",34.613476,-118.256358,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.05,70.05,No,0,51,2469,,16782.0,119801.0,140426.0,12.0,56.5,0.00701663592123605,High
1133-KXCGE,1,United States,California,Palmdale,93552,"34.557711, -118.029441",34.557711,-118.029441,Female,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,407.05,No,0,55,2910,,10959.0,85954.0,103936.0,15.100000000000001,43.0,0.002806152127882356,Medium
0142-GVYSN,1,United States,California,Randsburg,93554,"35.405722, -117.773354",35.405722,-117.773354,Male,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.3,511.25,No,0,68,5712,,10.0,,,0.0,0.0,,
1049-FYSYG,1,United States,California,Ridgecrest,93555,"35.603913, -117.67828",35.603913,-117.67828,Female,No,Yes,No,17,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),35.65,646.04999999999995,No,0,38,5977,,13537.0,86700.0,107546.0,20.3,43.0,0.004934256055363321,Medium
8406-LNMHF,1,United States,California,Trona,93562,"35.74837, -117.384948",35.74837,-117.384948,Male,Yes,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),82.95,4903.1499999999996,No,0,61,5295,,671.0,65650.0,67966.0,34.9,24.3,0.015162223914699164,Low
1821-BUCWY,1,United States,California,Valyermo,93563,"34.39583, -117.734568",34.39583,-117.734568,Male,No,No,No,30,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,55.65,1653.85,No,0,70,5445,,31.0,,,19.4,80.6,,
0023-UYUPN,1,United States,California,Ahwahnee,93601,"37.375816, -119.739935",37.375816,-119.739935,Female,Yes,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.2,1306.3,No,0,61,4015,,702.0,76555.0,93616.0,16.1,38.7,0.003950101234406636,Medium
8314-DPQHL,1,United States,California,Auberry,93602,"36.991762, -119.242874",36.991762,-119.242874,Male,No,No,No,9,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,50.8,463.6,No,0,47,5535,,1190.0,78016.0,102698.0,19.7,36.1,0.007813781788351107,Medium
1465-WCZVT,1,United States,California,Badger,93603,"36.64545, -118.924982",36.64545,-118.924982,Female,No,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,60.65,No,0,31,4943,,88.0,,48467.0,45.5,6.8,,
9481-SFCQY,1,United States,California,Bass Lake,93604,"37.458367, -119.345011",37.458367,-119.345011,Female,No,No,Yes,14,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.8,824.85,No,0,51,5962,,264.0,134357.0,184434.0,16.7,72.0,0.005340994514614051,Very High
6360-SVNWV,1,United States,California,Big Creek,93605,"37.17277, -119.2997",37.17277,-119.2997,Female,Yes,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.55,2094.65,No,0,39,2057,,30.0,,122053.0,36.7,63.3,,
0567-GGCAC,1,United States,California,Biola,93606,"36.798882, -120.019511",36.798882,-120.019511,Female,No,No,No,7,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,61.4,438.9,No,0,71,2845,,253.0,43669.0,50164.0,28.5,6.3,0.016872380865144608,Low
8884-MRNSU,1,United States,California,Caruthers,93609,"36.5276, -119.865999",36.5276,-119.865999,Male,No,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,329.75,No,0,63,3526,,1218.0,78750.0,94841.0,18.6,36.2,0.003032380952380952,Medium
2171-UDMFD,1,United States,California,Chowchilla,93610,"37.100948, -120.270136",37.100948,-120.270136,Male,No,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.45,674.55,No,0,42,4363,,5660.0,68083.0,84625.0,25.6,34.5,0.003428168558964793,Low
9050-IKDZA,1,United States,California,Clovis,93611,"36.917652, -119.593757",36.917652,-119.593757,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,81.5,162.55000000000001,No,0,59,4267,,15797.0,110982.0,138520.0,10.8,53.9,0.008812239822673948,High
9802-CAQUT,1,United States,California,Coarsegold,93614,"37.212191, -119.749323",37.212191,-119.749323,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.55,7887.25,No,0,27,5723,,4219.0,87869.0,96614.0,17.0,41.7,0.014960907714893761,Medium
0187-WZNAB,1,United States,California,Del Rey,93616,"36.657462, -119.595293",36.657462,-119.595293,Female,No,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,74.4,1972.35,No,0,57,4331,,687.0,55221.0,65817.0,31.6,21.0,0.016167762264355953,Low
1475-VWVDO,1,United States,California,Dos Palos,93620,"37.045728, -120.630682",37.045728,-120.630682,Male,No,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,490.55,No,0,52,5335,,3532.0,45456.0,58825.0,41.6,14.899999999999999,0.01977296726504752,Low
1357-MVDOZ,1,United States,California,Firebaugh,93622,"36.785618, -120.625382",36.785618,-120.625382,Male,No,Yes,Yes,11,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.65,683.25,No,0,71,2136,,2670.0,48021.0,55864.0,35.7,13.899999999999999,0.014905978634347472,Low
7602-MVRMB,1,United States,California,Fish Camp,93623,"37.483535, -119.679414",37.483535,-119.679414,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.45,8058.85,No,0,41,4754,,0.0,,,0.0,0.0,,
1197-BVMVG,1,United States,California,Friant,93626,"37.027663, -119.69056",37.027663,-119.69056,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.45,294.45,No,0,50,4093,,1212.0,173788.0,212340.0,5.1,79.19999999999999,0.005140746196515294,Very High
5406-KGRMX,1,United States,California,Helm,93627,"36.520537, -120.118055",36.520537,-120.118055,Female,No,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.55,1719.15,No,0,74,4555,,111.0,,53642.0,35.1,3.6,,
5968-HYJRZ,1,United States,California,Kerman,93630,"36.727418, -120.123526",36.727418,-120.123526,Male,No,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,1160.45,No,0,78,3629,,6470.0,58184.0,84640.0,34.2,33.6,0.005063247628213942,Low
5198-EFNBM,1,United States,California,Kingsburg,93631,"36.478239, -119.52137",36.478239,-119.52137,Male,Yes,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,90.65,5199.8,No,0,23,5636,,5842.0,79228.0,98241.0,21.200000000000003,38.0,0.013729994446407837,Medium
7516-GMHUV,1,United States,California,Lakeshore,93634,"37.290606, -119.216328",37.290606,-119.216328,Male,Yes,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.05,5163.3,No,0,40,5324,,7.0,,,71.4,0.0,,
7140-ADSMJ,1,United States,California,Los Banos,93635,"36.995162, -120.955099",36.995162,-120.955099,Male,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,162.30000000000001,No,0,24,5624,,14274.0,67129.0,85381.0,26.1,31.4,0.0036556480805613072,Low
2230-XTUWL,1,United States,California,Madera,93637,"36.902954, -120.194274",36.902954,-120.194274,Female,No,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,883.35,No,0,68,5461,,12213.0,71724.0,99202.0,24.5,31.6,0.0032708716747532206,Medium
7706-YLMQA,1,United States,California,Madera,93638,"37.004068, -119.930027",37.004068,-119.930027,Female,No,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.7,1341.5,No,0,72,6072,,12030.0,62374.0,81306.0,26.700000000000003,26.300000000000004,0.003790040722095745,Low
2585-KTFRE,1,United States,California,Mendota,93640,"36.687292, -120.437354",36.687292,-120.437354,Male,No,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.45,70.45,No,0,53,2706,,3570.0,49813.0,59183.0,35.5,15.500000000000002,0.016971473310180077,Low
7994-UYIVZ,1,United States,California,Miramonte,93641,"36.696759, -119.024051",36.696759,-119.024051,Male,No,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65,659.45,No,0,72,2512,,228.0,,57532.0,67.1,23.299999999999997,,
7717-BICXI,1,United States,California,O Neals,93645,"37.140104, -119.657092",37.140104,-119.657092,Male,No,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.55,1205.05,No,0,47,4020,,251.0,79792.0,109076.0,21.5,24.699999999999996,0.00309053539201925,Medium
6559-RAKOZ,1,United States,California,Orange Cove,93646,"36.633498, -119.298895",36.633498,-119.298895,Male,No,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,97.95,4917.8999999999996,No,0,53,4301,,2600.0,50847.0,69762.0,39.5,23.9,0.02311640804767243,Low
4716-MRVEN,1,United States,California,Parlier,93648,"36.622237, -119.521126",36.622237,-119.521126,Female,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,599.29999999999995,No,0,65,4128,,3841.0,52348.0,67862.0,34.099999999999994,18.099999999999998,0.004584702376404065,Low
2143-LJULT,1,United States,California,Fresno,93650,"36.841655, -119.797113",36.841655,-119.797113,Female,No,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.25,1733.15,No,0,32,5887,,1060.0,49031.0,52732.0,30.799999999999997,7.8999999999999995,0.0061797638228875615,Low
3200-MNQTF,1,United States,California,Raisin City,93652,"36.594542, -119.905245",36.594542,-119.905245,Male,No,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),70.9,4677.1000000000004,No,0,80,4361,,68.0,44342.0,53250.0,13.2,10.3,0.01918722655721438,Low
6164-HXUGH,1,United States,California,Raymond,93653,"37.252057, -119.95783",37.252057,-119.95783,Female,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,119.3,No,0,31,5060,,467.0,120568.0,156874.0,16.5,54.400000000000006,0.0019756485966425587,High
5630-IXDXV,1,United States,California,Reedley,93654,"36.636638, -119.421842",36.636638,-119.421842,Female,No,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,4849.1000000000004,No,0,74,3723,,9168.0,65574.0,87759.0,27.4,33.1,0.019461981883063407,Low
0320-DWVTU,1,United States,California,Riverdale,93656,"36.452211, -119.94575",36.452211,-119.94575,Female,No,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,99.5,5424.25,No,0,23,4754,,1690.0,72333.0,85738.0,8.7,28.900000000000002,0.016506988511467795,Medium
9135-MGVPY,1,United States,California,Sanger,93657,"36.819628, -119.440414",36.819628,-119.440414,Male,No,Yes,No,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.7,5878.9,No,0,70,5345,,10492.0,78904.0,98713.0,20.4,38.5,0.012881476224272534,Medium
1212-GLHMD,1,United States,California,San Joaquin,93660,"36.600193, -120.153393",36.600193,-120.153393,Male,No,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,86.05,244.85,No,0,37,2500,,1078.0,55063.0,71001.0,38.7,12.9,0.018753064671376423,Low
7878-JGDKK,1,United States,California,Selma,93662,"36.545322, -119.642281",36.545322,-119.642281,Male,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.55,220.75,No,0,45,2124,,8880.0,61564.0,76537.0,25.4,25.0,0.008683646286790981,Low
1088-AUUZZ,1,United States,California,Shaver Lake,93664,"37.223, -119.001021",37.223,-119.001021,Male,No,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),75.85,4261.2,No,0,52,5314,,188.0,141786.0,130079.0,19.200000000000003,52.7,0.006419533663408234,Very High
6614-YWYSC,1,United States,California,Sultana,93666,"36.545353, -119.338535",36.545353,-119.338535,Male,Yes,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.0,1501.75,No,0,78,6421,,158.0,42917.0,49999.0,39.900000000000006,7.6000000000000005,0.006990236969033251,Low
9588-OZDMQ,1,United States,California,Tollhouse,93667,"36.993666, -119.348267",36.993666,-119.348267,Female,No,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.0,89.75,No,0,60,5225,,795.0,75272.0,95573.0,15.7,35.5,0.007173982357317462,Medium
6476-EPYZR,1,United States,California,Wishon,93669,"37.287758, -119.548156",37.287758,-119.548156,Male,No,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,255.5,No,0,65,2891,,84.0,,397794.0,21.4,64.3,,
1174-FGIFN,1,United States,California,Squaw Valley,93675,"36.719141, -119.202677",36.719141,-119.202677,Female,No,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,90.45,2509.25,No,0,74,5823,,1170.0,49808.0,97771.0,31.200000000000003,32.4,0.021791680051397366,Low
6620-HVDUJ,1,United States,California,Fresno,93701,"36.749403, -119.787574",36.749403,-119.787574,Male,No,No,No,24,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),60.45,1440.75,No,0,56,5095,,3493.0,32768.0,42974.0,54.0,8.5,0.022137451171875003,Low
1032-MAELW,1,United States,California,Fresno,93703,"36.768774, -119.762633",36.768774,-119.762633,Female,No,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,78.45,5333.35,No,0,67,5071,,10398.0,48737.0,62885.0,37.8,18.6,0.019315920142807315,Low
7641-TQFHN,1,United States,California,Fresno,93704,"36.799648, -119.801247",36.799648,-119.801247,Male,No,No,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,100.55,3895.35,No,0,71,3124,,11694.0,73234.0,100324.0,24.0,34.800000000000004,0.016475953791954556,Medium
1552-TKMXS,1,United States,California,Fresno,93705,"36.78724, -119.827813",36.78724,-119.827813,Female,No,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,869.9,No,0,69,2127,,12849.0,57003.0,77319.0,29.7,24.3,0.004283985053418242,Low
8622-ZLFKO,1,United States,California,Fresno,93710,"36.822715, -119.761826",36.822715,-119.761826,Female,No,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.75,512.25,No,0,54,4297,,12046.0,65851.0,84580.0,25.6,31.4,0.016537334284976692,Low
6188-UXBBR,1,United States,California,Fresno,93720,"36.878709, -119.7645",36.878709,-119.7645,Female,No,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.25,814.75,No,0,25,4411,,18631.0,105050.0,138364.0,12.1,53.5,0.0023131841980009523,High
2333-KWEWW,1,United States,California,Fresno,93721,"36.732694, -119.783786",36.732694,-119.783786,Male,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,388.6,No,0,20,2782,,2327.0,40033.0,53706.0,48.199999999999996,15.3,0.006010041715584643,Low
5702-SKUOB,1,United States,California,Fresno,93722,"36.78979, -119.929894",36.78979,-119.929894,Female,No,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,93.45,No,0,66,4580,,26888.0,80285.0,100759.0,19.1,39.400000000000006,0.002929563430279629,Medium
1134-YWTYF,1,United States,California,Fresno,93725,"36.623632, -119.741322",36.623632,-119.741322,Male,No,Yes,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.8,1389.85,No,0,66,2563,,6647.0,72232.0,90482.0,23.4,32.7,0.008937866873407908,Medium
6061-GWWAV,1,United States,California,Fresno,93726,"36.793601, -119.761131",36.793601,-119.761131,Male,No,No,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,70.2,2894.55,No,0,56,5365,,14858.0,55771.0,69729.0,34.0,25.0,0.015104624267092219,Low
0679-TDGAK,1,United States,California,Fresno,93727,"36.751489, -119.68072",36.751489,-119.68072,Male,No,Yes,Yes,50,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,75.5,4025.6,No,0,21,5141,,24939.0,87466.0,106592.0,21.0,42.0,0.010358310657855625,Medium
6585-WCEWR,1,United States,California,Fresno,93728,"36.757345, -119.818274",36.757345,-119.818274,Male,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.35,1354.4,No,0,41,4949,,6527.0,62986.0,84083.0,32.199999999999996,31.500000000000004,0.0038770520433112124,Low
9067-YGSCA,1,United States,California,Salinas,93901,"36.64152, -121.622188",36.64152,-121.622188,Female,No,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.05,1856.4,No,0,21,4467,,10654.0,91233.0,112634.0,19.4,46.3,0.003426391766137253,Medium
9067-SQTNS,1,United States,California,Salinas,93905,"36.667794, -121.601306",36.667794,-121.601306,Male,No,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.6,926,No,0,44,2471,,14150.0,80126.0,95816.0,19.9,38.6,0.0030851409030776527,Medium
1776-SPBWV,1,United States,California,Salinas,93907,"36.77462, -121.664714",36.77462,-121.664714,Female,No,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.1,682.1,No,0,21,2272,,7238.0,104942.0,140678.0,13.299999999999999,54.400000000000006,0.0022984124564044903,High
8735-SDUFN,1,United States,California,Salinas,93908,"36.624338, -121.615669",36.624338,-121.615669,Female,Yes,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.3,1778.7,No,0,55,4397,,4385.0,156394.0,213175.0,6.0,73.9,0.0018645216568410553,Very High
9668-PUGNU,1,United States,California,Big Sur,93920,"36.092975, -121.549826",36.092975,-121.549826,Male,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.5,1816.2,No,0,38,4058,,449.0,76542.0,140718.0,7.8,45.4,0.003841028454965901,Medium
9405-GPBBG,1,United States,California,Carmel By The Sea,93921,"36.554618, -121.922239",36.554618,-121.922239,Female,No,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.5,7069.25,No,0,64,5718,,1336.0,96923.0,142011.0,14.0,48.6,0.013680963238859712,High
1926-QUZNN,1,United States,California,Carmel,93923,"36.460611, -121.852507",36.460611,-121.852507,Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.25,1841.2,No,0,36,4551,,5427.0,142474.0,254018.0,16.9,63.3,0.002126703819644286,Very High
7016-NVRIC,1,United States,California,Chualar,93925,"36.596271, -121.442274",36.596271,-121.442274,Male,Yes,Yes,No,29,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),90.1,2656.7,No,0,55,3553,,337.0,72604.0,95567.0,20.4,41.2,0.014891741501845628,Medium
5829-NVSQN,1,United States,California,Gonzales,93926,"36.52588, -121.396719",36.52588,-121.396719,Female,No,Yes,No,23,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),68.75,1689.45,No,0,34,3519,,2355.0,77694.0,106710.0,15.3,42.800000000000004,0.010618580585373388,Medium
9565-AXSMR,1,United States,California,Greenfield,93927,"36.248708, -121.386617",36.248708,-121.386617,Male,No,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.2,1054.75,No,0,78,4203,,4856.0,82500.0,98390.0,14.9,39.3,0.0027927272727272727,Medium
8869-LIHMK,1,United States,California,King City,93930,"36.220761, -120.980777",36.220761,-120.980777,Female,No,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.1,7334.05,No,0,78,5213,,4364.0,75577.0,86124.0,18.7,35.199999999999996,0.018275401246410944,Medium
0447-RXSGD,1,United States,California,Monterey,93940,"36.362741, -121.869685",36.362741,-121.869685,Male,No,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.65,2404.85,No,0,47,5207,,14028.0,106044.0,149867.0,13.299999999999999,53.0,0.011276451284372525,High
4927-WWOOZ,1,United States,California,Pacific Grove,93950,"36.618337, -121.926417",36.618337,-121.926417,Male,No,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.45,171.45,No,0,32,4889,,6992.0,106065.0,143571.0,15.0,52.7,0.010346485645594683,High
